Date,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID
8/24/24,Sudan,SDN,South Darfur State,12.05821752,24.89273429,(2) 25 km Precision ,Education Building ,Vigilante,Rapid Support Forces,Firearms,University,0,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,75901
8/23/24,Myanmar,MMR,Rakhine,18.85690955,94.23792935,(2) 25 km Precision ,Other,Other,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,78739
8/22/24,Sudan,SDN,North Darfur State,13.62830369,25.32247376,"(3) District, Communicipality or Commune ",Education Building ,Vigilante,Rapid Support Forces,Shelling,University,0,1,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,75868
8/22/24,Myanmar,MMR,Bago Region,17.9532219,96.7259854,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Artillery,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73855
8/22/24,Israel,ISR,North District,33.2074733,35.5707828,(2) 25 km Precision ,Education Building ,NSA,Hezbollah,Missile,School: No Further Details,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,77057
8/22/24,Myanmar,MMR,Sagaing Region,22.73051126,95.24236679,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,78675
8/21/24,Syria,SYR,Idleb Governorate,35.9034415,36.7257476,(2) 25 km Precision ,Education Building ,Other,Syrian Armed Forces,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,77188
8/20/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,0,TRUE,0,0,0,0,12,0,0,0,0,0,73756
8/20/24,Myanmar,MMR,Sagaing Region,23.1958442,94.014583,"(3) District, Communicipality or Commune ",Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73826
8/19/24,Myanmar,MMR,Chin,22.018242,93.5038035,"(4) Province, State, Governorate ",Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73825
8/16/24,Myanmar,MMR,Rakhine,18.0128728,94.4872053,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,12,0,0,0,0,0,73827
8/14/24,Sudan,SDN,North Kordofan State,13.17996295,30.21906244,(2) 25 km Precision ,Education Building ,Vigilante,Rapid Support Forces,Shelling,Secondary School,1,0,0,0,0,1,TRUE,0,0,0,0,25,5,20,0,0,0,75802
8/14/24,Pakistan,PAK,Balochistan,25.333333,63.333333,"(3) District, Communicipality or Commune ",Education Building ,No Information,No Information,Hand Grenade,Secondary School,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,76232
8/14/24,Pakistan,PAK,Balochistan,25.264384,63.4723455,(2) 25 km Precision ,Education Building ,No Information,No Information,Hand Grenade,School: No Further Details,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,76264
8/13/24,Myanmar,MMR,Bago Region,18.06447472,96.73114276,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,70126
8/12/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,0,0,0,73723
8/10/24,OPT,PSE,Gaza Strip,0,0,censored,Home,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,School: No Further Details,0,0,0,0,0,0,TRUE,0,0,0,0,3,2,0,0,0,0,78904
8/10/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Missile,School: No Further Details,1,0,0,0,0,1,TRUE,1,0,0,0,126,0,0,0,0,0,77123
8/10/24,Sudan,SDN,Khartoum State,15.6445536,32.4777311,"(3) District, Communicipality or Commune ",Education Building ,Vigilante,Rapid Support Forces,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,75769
8/9/24,Ukraine,UKR,Kharkiv Oblast,49.9923181,36.2310146,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,University,0,1,0,0,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,73824
8/9/24,Ukraine,UKR,Dnipropetrovsk Oblast,47.5692061,34.3917272,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,68223
8/8/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,2,0,0,0,0,0,73624
8/8/24,Afghanistan,AFG,Badakhshan Province,37.11734749,70.57582513,(2) 25 km Precision ,Unspecified Location,Other,Islamic Emirate of Afghanistan,Fist and Foot,Not Applicable,0,0,0,0,0,0,FALSE,0,1,0,0,0,0,0,0,0,0,76033
8/8/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,17,0,0,0,0,0,73690
8/8/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,17,0,0,0,0,0,73657
8/6/24,Ukraine,UKR,Kharkiv Oblast,50.04325023,36.20578766,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Missile,University,0,1,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,64286
8/5/24,Myanmar,MMR,Mandalay,22.5545098,96.063609,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Aerial Bomb: Plane,Primary School,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,66958
8/5/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,University,0,0,0,0,0,0,TRUE,0,0,0,0,8,0,0,0,0,0,73591
8/4/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Missile,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,16,0,0,0,0,0,77089
8/4/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Missile,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,14,0,0,0,0,0,77122
8/4/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,17,0,0,0,0,0,73558
8/3/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,Primary School,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,73492
8/3/24,Myanmar,MMR,Magway,21.51985643,94.76333499,(2) 25 km Precision ,Education Building ,Other,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,66926
8/3/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,University,0,1,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73525
8/3/24,Myanmar,MMR,Magway,21.51985643,94.76333499,(2) 25 km Precision ,Education Building ,Multiple,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,66892
8/3/24,Syria,SYR,Lattakia Governorate,35.57861975,35.98146907,"(4) Province, State, Governorate ",Education Building ,Other,Syrian Armed Forces,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,77155
8/3/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,Pre-School,1,0,0,0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,82600
8/3/24,Israel,ISR,North District,32.9646301,35.502451,"(3) District, Communicipality or Commune ",Education Building ,NSA,Hezbollah,Missile,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,77056
8/2/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,82567
8/2/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73459
8/1/24,Ukraine,UKR,Dnipropetrovsk Oblast,47.5692061,34.3917272,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Artillery,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73823
8/1/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,44,0,0,0,0,0,82469
8/1/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,44,0,0,0,0,0,73426
8/1/24,Ukraine,UKR,Dnipropetrovsk Oblast,47.5692061,34.3917272,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Artillery,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,73790
7/31/24,Myanmar,MMR,Rakhine,18.84911186,94.23243459,(2) 25 km Precision ,Other,Other,Myanmar Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,69862
7/30/24,Myanmar,MMR,Special Region 1,22.980234,97.75089768,(2) 25 km Precision ,Education Building ,Multiple,"Myanmar National Democratic Alliance Army, People's Defence Force (Myanmar)",Artillery,University,0,1,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,66599
7/30/24,Nigeria,NGA,Borno State,12.1875392,13.3080034,"(4) Province, State, Governorate ",Private Travel,No Information,No Information,Unspecified IED,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,73195
7/29/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,69633
7/27/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,23,0,0,0,0,0,69631
7/27/24,Burkina Faso,BFA,Central-North,13.11559255,-0.943524491,"(3) District, Communicipality or Commune ",Private Travel,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,71713
7/27/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Artillery,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,73393
7/27/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,0,TRUE,0,0,0,0,131,0,0,0,0,0,64390
7/27/24,Ukraine,UKR,Donetsk Oblast,48.30791,37.2591,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,70525
7/27/24,OPT,PSE,Gaza Strip,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,69598
